share,a,b,gamma,R,apr_ra
0.021234373314794927,5.109694282357655e-07,4.835327706140011e-06,0.0019884943875960485,0.042,0.04195766204257021
0.015613798806209677,1.7690676073644254e-06,5.31097357173315e-06,0.002704493097124323,0.042,0.04195766204257021
0.015450845906191035,2.594700110867944e-06,9.493331742514708e-06,0.0027280828097202606,0.042,0.04195766204257021
0.014986356231331158,1.3198966161929773e-06,2.3975610925677416e-06,0.0028213827051499414,0.042,0.04195766204257021
0.012967444767497461,1.1868770988616527e-06,3.6767083245929523e-06,0.003260078597782221,0.042,0.04195766204257021
0.01240951647667084,8.49541224900357e-07,3.0740844713951773e-06,0.003407809418809108,0.042,0.04195766204257021
0.012397573580543568,1.070298592176218e-06,1.8885870103803948e-06,0.0034120607676170274,0.042,0.04195766204257021
0.011339411156225197,4.118086336888054e-07,5.89489414559301e-06,0.0037273931204738113,0.042,0.04195766204257021
0.01132413522395113,5.460799252882346e-07,9.76315491413403e-06,0.003728427241942064,0.042,0.04195766204257021
0.010996674387366605,7.831950040622414e-07,3.3844910737526486e-06,0.0038459015201570824,0.042,0.04195766204257021
0.010474988908444333,1.0790198474142428e-06,1.404110725340376e-06,0.004039330927641832,0.042,0.04195766204257021
0.01026073865681755,1.9283169038187016e-06,6.4539313013066624e-06,0.004117827262224373,0.042,0.04195766204257021
0.00991767351894327,9.384800742171874e-07,5.689914843957918e-06,0.004262312032383094,0.042,0.04195766204257021
0.009790412960440642,3.793395351425364e-07,5.094350348637242e-06,0.00431895650533514,0.042,0.04195766204257021
0.009752659217876512,1.0910616583966258e-06,9.61038501973053e-06,0.004330469149356561,0.042,0.04195766204257021
0.00945339766387208,1.2907450918436357e-06,4.169443345393605e-06,0.004473136707110124,0.042,0.04195766204257021
0.009412293867369565,5.190047291069204e-07,6.00043413583619e-06,0.004491635636442355,0.042,0.04195766204257021
0.00934306270053835,7.870756102975506e-07,2.7418880113115885e-06,0.004527956994120347,0.042,0.04195766204257021
0.009338853560812998,1.3963969124872617e-06,8.313111329384181e-06,0.004523818847684766,0.042,0.04195766204257021
0.009324266054322988,9.680450305621715e-07,2.449934911961927e-06,0.004537202931465632,0.042,0.04195766204257021
0.009179732250525123,9.436121070926549e-07,1.8186290214380578e-05,0.004592982550889812,0.042,0.04195766204257021
0.009172603496190795,5.96407775691293e-07,5.0343778322733414e-06,0.004610066104307129,0.042,0.04195766204257021
0.008846281273108537,1.07801702004859e-06,3.116839470493843e-06,0.004781766173088482,0.042,0.04195766204257021
0.008435189455574962,5.343168187862682e-07,4.15652027549617e-06,0.005014515625637895,0.042,0.04195766204257021
0.00835830425472819,4.641193199816427e-07,7.383121266532395e-06,0.005057529196965649,0.042,0.04195766204257021
0.008197145572557879,6.501135332709942e-07,3.0994288579281985e-06,0.005161213926298404,0.042,0.04195766204257021
0.008097588802125367,2.230114101130855e-06,1.3895383900076344e-06,0.005224845075018829,0.042,0.04195766204257021
0.007889377453252513,9.491993236159928e-07,6.383638799456279e-06,0.0053591181500138585,0.042,0.04195766204257021
0.007795617218629978,9.684175857881477e-07,1.0341004079194439e-05,0.0054196854877070245,0.042,0.04195766204257021
0.007744560368472527,9.362899961922599e-07,2.6996102157314496e-06,0.005463163429307999,0.042,0.04195766204257021
0.007634202436855009,1.2720656248620842e-06,6.49757030565475e-06,0.00553805624175393,0.042,0.04195766204257021
0.007450114877027904,1.5836133305731383e-06,2.499021773957042e-06,0.005678777042715924,0.042,0.04195766204257021
0.007438951593562593,5.3814886138738e-07,4.571099107484861e-06,0.005686278429083624,0.042,0.04195766204257021
0.007319638134231177,2.8118120949198333e-06,2.222108223622793e-06,0.005779125986684725,0.042,0.04195766204257021
0.007283303640443425,1.4787535152304637e-06,5.811640574742956e-06,0.0058057251713594625,0.042,0.04195766204257021
0.0071876817296901395,7.930946315905527e-07,6.9422040351625114e-06,0.0058826141939807685,0.042,0.04195766204257021
0.007035947185118045,4.861271590996005e-07,7.719715505161936e-06,0.006009172673101538,0.042,0.04195766204257021
0.00700743920586157,7.711880041458956e-07,5.00281548200566e-06,0.006036084682120054,0.042,0.04195766204257021
0.006924525782574285,3.996633320885485e-07,7.124039129891241e-06,0.0061066794587619315,0.042,0.04195766204257021
0.006766496005401803,4.345880470990895e-07,7.978530517020585e-06,0.006248585687907221,0.042,0.04195766204257021
0.006729376105110046,4.4449827383110065e-07,4.609629467142366e-06,0.006286458899394224,0.042,0.04195766204257021
0.006725960183842398,6.762072222606952e-07,5.2600041526433455e-06,0.00628877209384218,0.042,0.04195766204257021
0.006724849233438592,9.471179195942409e-07,4.500711781056231e-06,0.006290300366299227,0.042,0.04195766204257021
0.00659154566993861,1.1194504959780841e-06,4.254347171078542e-06,0.006417695926764737,0.042,0.04195766204257021
0.00656945646385347,1.9644692073753828e-06,4.060761878091816e-06,0.006438641487195492,0.042,0.04195766204257021
0.006539165052569091,5.878246120916533e-07,5.722591050188023e-06,0.006468209968734279,0.042,0.04195766204257021
0.006538578577398609,4.3486206852286714e-07,6.690061333045844e-06,0.006467976190491666,0.042,0.04195766204257021
0.006525874604485326,7.121686965026879e-07,4.315610161175592e-06,0.0064826784667837405,0.042,0.04195766204257021
0.0064987237957970425,4.953681128370988e-07,5.922326551421009e-06,0.006508393329797751,0.042,0.04195766204257021
0.006352805033855932,4.3147196583875e-06,7.011279584574738e-06,0.006653124932929672,0.042,0.04195766204257021
0.006332557225213849,6.609797575778464e-07,5.7903264933430845e-06,0.006679308636228309,0.042,0.04195766204257021
0.006286734581701677,5.437792169722899e-07,2.7814767835619828e-06,0.00673116573921693,0.042,0.04195766204257021
0.006242002011682853,9.217295480197634e-07,5.6969583088670346e-06,0.0067761342414997955,0.042,0.04195766204257021
0.006123457171394862,7.03775853296507e-07,8.076494602083447e-06,0.006905280895444472,0.042,0.04195766204257021
0.0060227305954393155,8.679466316715333e-07,3.3981238016573958e-06,0.007025428643431574,0.042,0.04195766204257021
0.005987638548976972,8.894718069782319e-07,5.0882787740799476e-06,0.007064916239341879,0.042,0.04195766204257021
0.0059108025208220415,5.428469132841928e-07,2.7755014104148583e-06,0.007159491994374747,0.042,0.04195766204257021
0.005905572308392937,1.0615371259127259e-06,3.1708690712843936e-06,0.007164921609514695,0.042,0.04195766204257021
0.00575015265419346,1.603658363215294e-06,3.480657905245437e-06,0.007357843239909726,0.042,0.04195766204257021
0.005714838003321367,1.689060996880794e-06,5.517176805581242e-06,0.0074012202836817986,0.042,0.04195766204257021
0.005604838166864434,1.3664545436566565e-06,6.910513700368293e-06,0.00754554638388992,0.042,0.04195766204257021
0.005558591997982306,7.6516777732691e-07,2.790185582067056e-06,0.007613114019956778,0.042,0.04195766204257021
0.005543393679143846,1.0203086335374948e-06,3.448012661528053e-06,0.007633083669479491,0.042,0.04195766204257021
0.0055299965817037396,8.049881680002722e-07,1.5208270648058687e-06,0.0076537290853921506,0.042,0.04195766204257021
0.005484699357783882,1.2250611240406622e-06,7.6251939115113994e-06,0.007710434735436381,0.042,0.04195766204257021
0.005298970435247497,1.3313307805552933e-06,8.771590697222108e-06,0.007979743020701877,0.042,0.04195766204257021
0.0052729826707027805,1.2195197403055286e-06,3.395286084945171e-06,0.008024608894268835,0.042,0.04195766204257021
0.0052528311873351885,1.0451362944589547e-06,7.50206368776572e-06,0.008051479082962273,0.042,0.04195766204257021
0.005199716210320222,5.221083531163841e-07,5.40114370606263e-06,0.008136436007040618,0.042,0.04195766204257021
0.005152000448434086,4.5741469253190243e-07,5.962287672557251e-06,0.008211350822608467,0.042,0.04195766204257021
0.0051127256577738756,1.4445719370422892e-06,7.1493861815037265e-06,0.008272303602934336,0.042,0.04195766204257021
0.005020795698777186,6.908055043212976e-07,1.156461389989336e-05,0.008420264039633637,0.042,0.04195766204257021
0.005013855274013227,7.053896091677122e-07,5.677492284421174e-06,0.00843780928480685,0.042,0.04195766204257021
0.004965409482693743,9.14810308455689e-07,1.6291594821081144e-05,0.008509372838204843,0.042,0.04195766204257021
0.004961389348455579,1.257519054486391e-06,6.196043814952114e-06,0.008526034630910692,0.042,0.04195766204257021
0.0049530374963715875,4.932551420575969e-07,4.070323873672891e-06,0.008543313851915774,0.042,0.04195766204257021
0.004935831581187451,9.70682637725899e-07,1.385361956022919e-05,0.008562850347634121,0.042,0.04195766204257021
0.004879560250238091,3.3642121824620687e-07,4.386876610434392e-06,0.008671869521724343,0.042,0.04195766204257021
0.0048734364362099675,2.2855297195560952e-06,5.692149527849576e-06,0.008679517886554631,0.042,0.04195766204257021
0.004847499612998848,9.783235251544127e-07,6.381692458339409e-06,0.00872661849043258,0.042,0.04195766204257021
0.004840544855976699,6.827634265005882e-07,2.057476560596809e-06,0.008743786998060664,0.042,0.04195766204257021
0.00483707873459027,7.067240884068348e-07,5.4528676283008346e-06,0.008746635174064266,0.042,0.04195766204257021
0.004815343147267339,1.1112635172315275e-06,4.1714139417057725e-06,0.008787020619517636,0.042,0.04195766204257021
0.004815309656727935,6.780957483784946e-07,1.131258163025721e-05,0.008780373770178275,0.042,0.04195766204257021
0.0048139703109632455,5.149988443242009e-07,4.7398588978754784e-06,0.008789555806829724,0.042,0.04195766204257021
0.004764785023627131,4.165212271966183e-07,4.8692458295800024e-06,0.008880310796030754,0.042,0.04195766204257021
0.0047280206678924725,5.463318088291763e-07,1.2257811165777524e-05,0.008941885441465054,0.042,0.04195766204257021
0.004725676497895917,8.028969957996748e-07,1.217681823110257e-05,0.008946151839513024,0.042,0.04195766204257021
0.004570045113285226,1.822018349682713e-06,7.586123255495669e-06,0.009254823694250175,0.042,0.04195766204257021
0.004567213110652979,1.2948589524551123e-06,3.076286927899374e-06,0.00926560518411382,0.042,0.04195766204257021
0.0045415890688917885,1.0153437662602735e-06,6.032391539429632e-06,0.009315230609908673,0.042,0.04195766204257021
0.0045405039299093175,9.947211265908082e-07,6.293149175531747e-06,0.009317218414320285,0.042,0.04195766204257021
0.004519486647744842,1.1233218528951274e-06,3.8515952143825644e-06,0.0093628937657439,0.042,0.04195766204257021
0.004492750464434829,6.810882703638452e-07,1.593386373504029e-06,0.009421342030422393,0.042,0.04195766204257021
0.00449272455076223,1.437387203643445e-06,3.312239980968127e-06,0.009418921232541068,0.042,0.04195766204257021
0.004422134856833164,1.0065998071202627e-06,4.0786057770061515e-06,0.00956901391180728,0.042,0.04195766204257021
0.004421308429180438,6.4546285341406e-07,5.959348362295e-06,0.00956928388959592,0.042,0.04195766204257021
0.004389409012014042,9.204862825092786e-07,3.1341934919607537e-06,0.00964142545523026,0.042,0.04195766204257021
0.004313390413403044,8.322973792364649e-07,9.04702027939194e-06,0.009805591430881775,0.042,0.04195766204257021
0.0043123842224660905,3.845812221570087e-07,6.381361524062545e-06,0.009810995009356673,0.042,0.04195766204257021
0.004276412339116508,5.021219957456519e-07,4.596882341036947e-06,0.009895245974683425,0.042,0.04195766204257021
0.0042723750500863935,1.3956633024042847e-06,4.591830016550914e-06,0.009903713067481773,0.042,0.04195766204257021
0.004267240748154241,1.0981319379000392e-06,1.045290589897799e-05,0.009910072776827221,0.042,0.04195766204257021
0.004244432543384886,4.4182075342320577e-07,2.7025770224259107e-06,0.009971795007440413,0.042,0.04195766204257021
0.004172031408840072,1.4669429562993066e-06,2.3339367019542833e-06,0.010144242910252515,0.042,0.04195766204257021
0.004095409330299777,1.2130716233010935e-06,9.683838293548339e-06,0.01032700927117131,0.042,0.04195766204257021
0.003994792915923535,2.7913402292340814e-06,8.70911018325983e-06,0.010586785448471024,0.042,0.04195766204257021
0.003957029811287063,6.606242118854405e-07,4.366423669982358e-06,0.010694401424713172,0.042,0.04195766204257021
0.0039073977773124765,7.739477306744603e-07,4.41859345495978e-06,0.010830140804095733,0.042,0.04195766204257021
0.003907313585263841,7.011310668567922e-07,8.366459324715577e-06,0.010826499227041974,0.042,0.04195766204257021
0.0038884435748489272,6.168025998309739e-07,1.3157454372242765e-05,0.01087437587683489,0.042,0.04195766204257021
0.0038230570060760363,4.435578915692027e-07,4.820258930098226e-06,0.011069108697766497,0.042,0.04195766204257021
0.0037616996945647905,6.016926929099728e-07,7.698287237565367e-06,0.011246707295361993,0.042,0.04195766204257021
0.0037068140149239194,1.1296860478928789e-06,1.5968901158707718e-05,0.011404558193882574,0.042,0.04195766204257021
0.0037040615294154926,8.383281217581845e-07,7.989887209524762e-06,0.011421315990851269,0.042,0.04195766204257021
0.0037007447979285632,4.2215810210846676e-07,6.802014872444521e-06,0.011433164111429769,0.042,0.04195766204257021
0.003685214454667661,4.817032169080989e-07,1.0918090408365911e-05,0.0114772009243512,0.042,0.04195766204257021
0.0036838321144653362,5.324686711835192e-07,8.723288886785768e-06,0.011483656002330148,0.042,0.04195766204257021
0.003674029839676288,6.106947715515507e-07,3.604487158801689e-06,0.011519359551344676,0.042,0.04195766204257021
0.0036330791109817962,1.1046686998205168e-06,6.528647667010035e-06,0.011645830904056062,0.042,0.04195766204257021
0.003608693686580275,4.015575364539086e-07,5.830785266679374e-06,0.011725979118434274,0.042,0.04195766204257021
0.003595884651103018,8.550609793554801e-07,6.711898446803638e-06,0.011766436251940822,0.042,0.04195766204257021
0.0035845726089421062,2.628978325229873e-07,5.206446702422232e-06,0.011805689766644875,0.042,0.04195766204257021
0.0035817111633387353,7.762442193435891e-07,5.1556532165374485e-06,0.01181466320335006,0.042,0.04195766204257021
0.0035643246364066945,6.01401261786999e-07,2.611855254954393e-06,0.011875041882575856,0.042,0.04195766204257021
0.0035551681140202685,6.662857690099307e-07,8.045053899002176e-06,0.01190013687002056,0.042,0.04195766204257021
0.0034894368286749427,3.387896509759494e-07,3.645007247991144e-06,0.012129193993245848,0.042,0.04195766204257021
0.003455560978614446,3.372551326184752e-07,4.383658321515499e-06,0.012247401879866721,0.042,0.04195766204257021
0.003427087563557852,1.1588681185251132e-06,4.7478137017469544e-06,0.012348010936158173,0.042,0.04195766204257021
0.003418926178404272,5.305415589621777e-07,4.644796105546054e-06,0.012378232557253165,0.042,0.04195766204257021
0.003416168810720893,5.735617638333665e-07,6.187622628550569e-06,0.012386642003683048,0.042,0.04195766204257021
0.0033971410766160453,6.39318217240848e-07,4.243980370127526e-06,0.012457936606426936,0.042,0.04195766204257021
0.003391678782032727,4.226854314084128e-07,3.352950559549649e-06,0.012479115625432642,0.042,0.04195766204257021
0.0033887263592119196,1.21691041097043e-06,6.045722858813532e-06,0.012486504328674663,0.042,0.04195766204257021
0.0033654067227991903,5.928723564014635e-07,1.8875331373058432e-06,0.012577858589781554,0.042,0.04195766204257021
0.003361906324787488,1.004763277180523e-06,3.8812363713401304e-06,0.012588551574037722,0.042,0.04195766204257021
0.0033558126192060386,8.119197008909125e-07,5.4442061641176396e-06,0.012610049441222654,0.042,0.04195766204257021
0.00332534569096047,8.902358286636997e-07,2.6124934048310873e-06,0.01272839385068676,0.042,0.04195766204257021
0.0033213944209424208,7.852858919581108e-07,6.136242563461251e-06,0.012740121449288577,0.042,0.04195766204257021
0.003307491518198674,1.088884208073231e-06,4.265657090660428e-06,0.012795270100317963,0.042,0.04195766204257021
0.0032439297180670043,1.2300069598623573e-06,3.7298685529814206e-06,0.013046481157254215,0.042,0.04195766204257021
0.0032393362860896864,8.634543938513998e-07,5.150261945496478e-06,0.013063934473849875,0.042,0.04195766204257021
0.0032298900311006143,7.105324873567156e-07,1.028663746852859e-05,0.013097175870649194,0.042,0.04195766204257021
0.0032006003993852563,7.580789592882863e-07,2.851469756799478e-06,0.01322452022278681,0.042,0.04195766204257021
0.0031980892994019627,8.20413221905753e-07,1.2052759029434149e-06,0.013236490645521999,0.042,0.04195766204257021
0.003175730174254371,3.2904392369977826e-07,1.3072926462579618e-05,0.01331832179286848,0.042,0.04195766204257021
0.003161006034681058,6.844738953518249e-07,3.605279566922377e-06,0.013389533910675091,0.042,0.04195766204257021
0.003081154592940041,2.906554358106181e-07,1.6049729627507105e-06,0.013739043410104294,0.042,0.04195766204257021
0.0030339593367379085,7.861559433529177e-07,5.596466814162168e-06,0.01394830586535968,0.042,0.04195766204257021
0.0030199072520995505,4.828612905319354e-07,7.999634906080908e-06,0.014011139265484071,0.042,0.04195766204257021
0.002979888728304669,6.939044653815742e-07,6.436185504350449e-06,0.014200768690827786,0.042,0.04195766204257021
0.002915989500302547,9.279611386714965e-07,1.1969956033944109e-05,0.014506344153280457,0.042,0.04195766204257021
0.0028885172024161383,4.882663695684447e-07,2.5481194064745207e-06,0.0146542962395509,0.042,0.04195766204257021
0.0028466809267150258,9.355161471381418e-07,1.1340575324870321e-05,0.01486046817447871,0.042,0.04195766204257021
0.0028433121981038044,1.0984114561363268e-06,4.723586960576998e-06,0.014884543350146565,0.042,0.04195766204257021
0.0028389303760163365,9.755826867545297e-07,5.190627395017427e-06,0.014907182066251069,0.042,0.04195766204257021
0.0027794157351667213,1.5486097255245994e-06,2.0811889720990845e-06,0.015229052701479905,0.042,0.04195766204257021
0.002767898933302806,1.0876383362979128e-06,2.0585967749829076e-06,0.015292917114742408,0.042,0.04195766204257021
0.0027282370469523145,5.197396661956551e-07,1.137525585015867e-05,0.015506535661778427,0.042,0.04195766204257021
0.002714255128842595,1.6021197347396909e-06,3.824683788079428e-06,0.01559294380648163,0.042,0.04195766204257021
0.002652153784219278,8.924849769275833e-07,7.917569563934969e-06,0.015954803247866228,0.042,0.04195766204257021
0.0026313835689019973,1.1519199006516302e-06,2.0204921396349916e-05,0.01606826153671036,0.042,0.04195766204257021
0.0026207067659801474,6.889710460794557e-07,5.680587989850571e-06,0.016148798191659645,0.042,0.04195766204257021
0.002609185969908276,1.3000368576598842e-06,5.260281615732076e-06,0.01621994017557937,0.042,0.04195766204257021
0.002596740569976117,7.195689061323114e-07,2.5449381086581058e-06,0.016301004744719343,0.042,0.04195766204257021
0.0025038111267088256,1.762435517787696e-06,2.1370105625052395e-06,0.01690550597119013,0.042,0.04195766204257021
0.0024991524043232035,2.084366382005476e-06,8.659796631874775e-06,0.016930182431359915,0.042,0.04195766204257021
0.0024965668553168486,1.3650770017565217e-06,4.6675528399068865e-06,0.016952438696342352,0.042,0.04195766204257021
0.0024581761167803535,1.2066238652724222e-06,3.3389873278152523e-06,0.01721877583464586,0.042,0.04195766204257021
0.002448124026843205,3.8435638502191115e-07,5.51699038108928e-06,0.017288139708982977,0.042,0.04195766204257021
0.002280292929643821,6.766104965374976e-07,3.2766740157828187e-06,0.018562940854130346,0.042,0.04195766204257021
0.0022760159103453106,1.3902398158806656e-06,2.723103328674847e-06,0.018597671133559205,0.042,0.04195766204257021
0.0022643036511883845,7.361566721696708e-07,6.366421299585183e-06,0.018690900849073797,0.042,0.04195766204257021
0.0022531585982868965,1.2401376265413156e-06,4.350232595771455e-06,0.018784901103383773,0.042,0.04195766204257021
0.0022479915691901455,1.0520438168986193e-06,6.741928923530291e-06,0.018825887616663713,0.042,0.04195766204257021
0.0022273331082750644,1.3799074823876458e-06,5.152228739957293e-06,0.019001831396154887,0.042,0.04195766204257021
0.002214449568768913,1.2494757541584674e-06,2.5049444455103675e-05,0.01909265417174545,0.042,0.04195766204257021
0.0021762068602311996,1.3648025310710695e-06,5.947478632788989e-06,0.019447620153565347,0.042,0.04195766204257021
0.0020591765651610384,9.370441161108495e-07,1.647031929866981e-06,0.02055804105251415,0.042,0.04195766204257021
0.00197775651854916,9.753041856921899e-07,2.2176727828707652e-06,0.02140386953689962,0.042,0.04195766204257021
0.0019693530097588917,5.038607969056824e-07,1.0501926634455844e-05,0.021487403700350426,0.042,0.04195766204257021
0.0019605755485766502,9.687474581220082e-07,9.577588397295773e-06,0.021584111141398608,0.042,0.04195766204257021
0.0019605042150373465,2.0583080829534035e-06,4.464642856048358e-06,0.021588920254463982,0.042,0.04195766204257021
0.0019418888195953561,8.340791992360487e-07,3.400916001073593e-06,0.021798227124445863,0.042,0.04195766204257021
0.001930020874776243,6.952815459859539e-07,1.303701022956843e-05,0.021922795951578616,0.042,0.04195766204257021
0.0018876375022652105,1.3625224397545152e-06,1.372921535025991e-05,0.022413980252454724,0.042,0.04195766204257021
0.0018581674290707997,5.940517105102148e-07,1.9013390339175168e-06,0.022782296101895073,0.042,0.04195766204257021
0.0018356896415163634,1.9303052851289226e-06,2.0922441561294513e-06,0.023059765834100028,0.042,0.04195766204257021
0.0017273799758312257,5.129685292984837e-07,3.7530210456788384e-06,0.02450566119620179,0.042,0.04195766204257021
0.0016835007968033985,2.1419544338981304e-06,2.2854363369609215e-06,0.025144332568346913,0.042,0.04195766204257021
0.0016670199560400556,7.509109841809711e-07,2.6027519867737277e-06,0.025394037217918337,0.042,0.04195766204257021
0.001583563827353617,1.0501165366789625e-06,1.4163791933893517e-05,0.026720656599853385,0.042,0.04195766204257021
0.0014983157032184258,6.933469802223105e-07,3.8510586929780045e-06,0.028252489368216376,0.042,0.04195766204257021
0.001404937290725338,6.635689957422684e-07,6.080017443137785e-06,0.03012837896264943,0.042,0.04195766204257021
0.001393937217250239,3.8222178959874887e-07,1.3046754701462862e-05,0.030359500955970647,0.042,0.04195766204257021
0.0013589896904341054,2.0094365464641944e-06,3.2206884252533473e-06,0.031148764440114392,0.042,0.04195766204257021
0.0013306854950213855,6.548124490065567e-07,7.855364091608218e-06,0.03180814190856516,0.042,0.04195766204257021
0.0013003229700693888,7.182021493815549e-07,2.8942584948182202e-06,0.03255595804939063,0.042,0.04195766204257021
0.001074834147417437,5.06342501866333e-07,4.155753451464472e-06,0.03938556153205468,0.042,0.04195766204257021
0.0009741818110871196,7.223257700897354e-07,5.787219328551417e-06,0.04345350679676462,0.042,0.04195766204257021
